"Código Pagamento";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"510181572022024OB000031";"510181572022023NE001326";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"64,84"
"510181572022024OB000032";"510181572022023NE001326";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"22,61"
"510181572022024OB000033";"510181572022023NE001326";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"30,47"
"510181572022024OB000034";"510181572022023NE001326";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"17474,31"
"510181572022024OB000035";"510181572022023NE000776";"33903952";"SERVICOS DE REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"35,70"
"510181572022024OB000036";"510181572022023NE001134";"33903208";"MATERIAL OU SERVICO PARA REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"69830,00"
"510181572022024OB000037";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"849,60"
"510181572022024OB000038";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"66,00"
"510181572022024OB000039";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"95,83"
"510181572022024OB000040";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"65,30"
"510181572022024OB000041";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"105411,29"
"510181572022024OB000042";"510181572022023NE001269";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"12884,08"
"510181572022024OB000043";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"1005,21"
"510181572022024OB000044";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"1865,76"
"510181572022024OB000045";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"67213,96"
"510181572022024OB000046";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"18253,47"
"510181572022024OB000047";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"73694,57"
"510181572022024OB000048";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"14117,30"
"510181572022024OB000049";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"1239,11"
"510181572022024OB000050";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"229,56"
"510181572022024OB000051";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"65899,55"
"510181572022024OB000052";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"17388,86"
"510181572022024OB000053";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"2981,61"
"510181572022024OB000054";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"440,55"
"510181572022024OB000055";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"227,13"
"510181572022024OB000056";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"103670,37"
"510181572022024OB000057";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"29582,96"
"510181572022024OB000058";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"35,66"
"510181572022024OB000059";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"4,61"
"510181572022024OB000060";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"2,30"
"510181572022024OB000061";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"1514,43"
"510181572022024OB000062";"510181572022023NE001265";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"11,51"
"510181572022024OB000063";"510181572022023NE001265";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"3,84"
"510181572022024OB000064";"510181572022023NE001265";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"2,30"
"510181572022024OB000065";"510181572022023NE001265";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"2,30"
"510181572022024OB000066";"510181572022023NE001265";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"669,78"
"510181572022024OB000067";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"14,38"
"510181572022024OB000068";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"4,61"
"510181572022024OB000069";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"3,45"
"510181572022024OB000070";"510181572022023NE001256";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"1213,72"
"510181572022024OB000071";"510181572022023NE001471";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"154,70"
"510677572022024OB000006";"510677572022023NE002011";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"11812,89"
"510677572022024OB000007";"510677572022023NE002156";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"5885,74"
"510677572022024OB000008";"510677572022023NE002153";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"50231,91"
"510677572022024OB000008";"510677572022023NE002158";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"1710,86"
"510677572022024OB000009";"510677572022023NE002164";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"2803,47"
"510677572022024OB000009";"510677572022023NE001946";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"37,22"
"510677572022024OB000010";"510677572022023NE001898";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"7581,39"
"510677572022024OB000011";"510677572022023NE002157";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"2410,80"
"510677572022024OB000012";"510677572022023NE002157";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"2456,79"
"510677572022024OB000013";"510677572022023NE000601";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"101,00"
"510677572022024OB000014";"510677572022023NE001994";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"20111,52"
"510677572022024OB000015";"510677572022023NE001371";"33903937";"JUROS E MULTA DE MORA";"0,00";"0,00";"0,00";"16,70"
"510677572022024OB000015";"510677572022023NE000598";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"2451,51"
"510677572022024OB000016";"510677572022023NE001371";"33903937";"JUROS E MULTA DE MORA";"0,00";"0,00";"0,00";"29,54"
"510677572022024OB000016";"510677572022023NE000598";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"906,07"
"510677572022024OB000017";"510677572022023NE000598";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"12407,22"
"510677572022024OB000018";"510677572022023NE000558";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"1453,12"
"510677572022024OB000019";"510677572022023NE001933";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"10091,21"
"510677572022024OB000019";"510677572022023NE002162";"33903937";"JUROS E MULTA DE MORA";"0,00";"0,00";"0,00";"0,03"
"510677572022024OB000020";"510677572022023NE001989";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"3656,85"
"510677572022024OB000021";"510677572022023NE001989";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"390,50"
"510677572022024OB000022";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"59,40"
"510677572022024OB000023";"510677572022023NE552593";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"69,55"
"510677572022024OB000024";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"16,41"
"510677572022024OB000025";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"82,00"
"510677572022024OB000026";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"82,00"
"510677572022024OB000027";"510677572022023NE001933";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"747,74"
"510677572022024OB000028";"510677572022023NE001975";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"2161,07"
"510677572022024OB000029";"510677572022023NE001975";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"62283,93"
"510677572022024OB000030";"510677572022023NE002147";"33903910";"LOCACAO DE IMOVEIS";"0,00";"0,00";"0,00";"13922,80"
"510677572022024OB000031";"510677572022023NE002018";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"4441,70"
"510677572022024OB000032";"510677572022023NE002018";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"111214,81"
"510677572022024OB000033";"510677572022023NE002162";"33903937";"JUROS E MULTA DE MORA";"0,00";"0,00";"0,00";"85,38"
"510677572022024OB000033";"510677572022023NE001933";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"1150,26"
"510677572022024OB000034";"510677572022023NE001956";"33903910";"LOCACAO DE IMOVEIS";"0,00";"0,00";"0,00";"31873,60"
"510677572022024OB000035";"510677572022023NE725914";"33909313";"INDENIZACAO DE PESQUISA EXTERNA.";"0,00";"0,00";"0,00";"840,00"
"510677572022024OB000036";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"196,80"
"510677572022024OB000037";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"82,00"
"510677572022024OB000038";"510677572022023NE001933";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"658,65"
"510677572022024OB000039";"510677572022023NE525910";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"107,00"
"510677572022024OB000040";"510677572022023NE001978";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"94665,75"
"510677572022024OB000041";"510677572022023NE725914";"33909313";"INDENIZACAO DE PESQUISA EXTERNA.";"0,00";"0,00";"0,00";"360,00"
"510677572022024OB000042";"510677572022023NE725914";"33909313";"INDENIZACAO DE PESQUISA EXTERNA.";"0,00";"0,00";"0,00";"480,00"
"510677572022024OB000043";"510677572022023NE001978";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"2611,84"
"510678572022024OB000003";"510678572022023NE000445";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"79,77"
"510678572022024OB000004";"510678572022023NE000430";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"253,18"
"510678572022024OB000005";"510678572022023NE000285";"33909313";"INDENIZACAO DE PESQUISA EXTERNA.";"0,00";"0,00";"0,00";"240,00"
"512001572022024OB000001";"512001572022023NE549091";"31909115";"SENT.JUD.NAO TRANS JULG CARAT CONT INAT CIVIL";"0,00";"0,00";"0,00";"4987,53"
"512001572022024OB000001";"512001572022023NE599001";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"12492,84"
"512001572022024OB000001";"512001572022023NE000114";"33909236";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"0,00";"0,00";"0,00";"441,46"
"512001572022024OB000001";"512001572022023NE599305";"33909305";"INDENIZACAO DE TRANSPORTE - PESSOAL CIVIL";"0,00";"0,00";"0,00";"221,00"
"512001572022024OB000001";"512001572022023NE000113";"33909236";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"0,00";"0,00";"0,00";"794,52"
"512001572022024OB000001";"512001572022023NE000117";"33909249";"AUXILIO-TRANPORTE";"0,00";"0,00";"0,00";"2919,35"
"512001572022024OB000001";"512001572022023NE500809";"33900809";"AUXILIO-CRECHE CIVIL";"0,00";"0,00";"0,00";"1020973,99"
"512001572022024OB000001";"512001572022023NE600805";"33900805";"AUXILIO NATALIDADE ATIVO CIVIL";"0,00";"0,00";"0,00";"29102,49"
"512001572022024OB000001";"512001572022023NE599011";"31901144";"FERIAS - ABONO PECUNIARIO";"0,00";"0,00";"0,00";"1275,52"
"512001572022024OB000001";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"124330,77"
"512001572022024OB000001";"512001572022023NE609091";"33909103";"SENTENCAS JUDICIAIS DE PEQUENO VALOR";"0,00";"0,00";"0,00";"57077,89"
"512001572022024OB000001";"512001572022023NE599011";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"6864,00"
"512001572022024OB000001";"512001572022023NE609046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"9579155,22"
"512001572022024OB000001";"512001572022023NE593607";"33903607";"ESTAGIARIOS";"0,00";"0,00";"0,00";"5403632,54"
"512001572022024OB000001";"512001572022023NE599011";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"119368728,67"
"512001572022024OB000001";"512001572022023NE594903";"33904903";"AUXILIO-TRANSPORTE ESTAGIARIOS";"0,00";"0,00";"0,00";"996788,17"
"512001572022024OB000001";"512001572022023NE509011";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"46564184,18"
"512001572022024OB000001";"512001572022023NE599011";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"33996391,78"
"512001572022024OB000001";"512001572022023NE599011";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"28856,06"
"512001572022024OB000001";"512001572022023NE000118";"33909208";"OUTROS BENEF.ASSIST.DO SERVIDOR E DO MILITAR";"0,00";"0,00";"0,00";"3211,07"
"512001572022024OB000001";"512001572022023NE699093";"33909307";"INDENIZACAO DE MORADIA - PESSOAL CIVIL";"0,00";"0,00";"0,00";"42654,13"
"512001572022024OB000001";"512001572022023NE599011";"31901142";"FERIAS VENCIDAS E PROPORCIONAIS";"0,00";"0,00";"0,00";"7366,61"
"512001572022024OB000001";"512001572022023NE000119";"33909293";"INDENIZACOES E RESTITUICOES";"0,00";"0,00";"0,00";"960,45"
"512001572022024OB000001";"512001572022023NE599003";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"16763,98"
"512001572022024OB000001";"512001572022023NE000115";"33909293";"INDENIZACOES E RESTITUICOES";"0,00";"0,00";"0,00";"21691,50"
"512001572022024OB000001";"512001572022023NE599094";"31909416";"INDENIZACAO EM DECORRENCIA DE ADESAO AO PDV - PROGRAMA DE DESLIGAMENTO E/OU DEMISSAO VOLUNTARIA";"0,00";"0,00";"0,00";"787,51"
"512001572022024OB000001";"512001572022023NE599011";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"2156674,70"
"512001572022024OB000001";"512001572022023NE593628";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"778271,93"
"512001572022024OB000001";"512001572022023NE599011";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"3752703,07"
"512001572022024OB000001";"512001572022023NE609049";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"1506696,38"
"512001572022024OB000001";"512001572022023NE509094";"31909416";"INDENIZACAO EM DECORRENCIA DE ADESAO AO PDV - PROGRAMA DE DESLIGAMENTO E/OU DEMISSAO VOLUNTARIA";"0,00";"0,00";"0,00";"8604,11"
"512001572022024OB000001";"512001572022023NE609093";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"1526565,35"
"512001572022024OB000002";"512001572022023NE639046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"868569,67"
"512001572022024OB000002";"512001572022023NE519001";"31900107";"FERIAS VENCIDAS E PROPOR A APOSENTADOS CIVIS";"0,00";"0,00";"0,00";"26908,36"
"512001572022024OB000002";"512001572022023NE509011";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"7570198,85"
"512001572022024OB000003";"512001572022023NE599011";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1913878,98"
"512001572022024OB000004";"512001572022023NE599011";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"84129,48"
"512001572022024OB000005";"512001572022023NE000116";"31909211";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"103314,78"
"512001572022024OB000005";"512001572022023NE599011";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"214716,88"
"512001572022024OB000005";"512001572022023NE599011";"31901105";"INCORPORACOES";"0,00";"0,00";"0,00";"555072,12"
"512001572022024OB000005";"512001572022023NE509016";"31901644";"SERVICOS EXTRAORDINARIOS";"0,00";"0,00";"0,00";"15022,15"
"512001572022024OB000005";"512001572022023NE619016";"31901602";"REDUCAO DE FILA DO INSS - PERF/INSS (MP 1.181/2023)";"0,00";"0,00";"0,00";"14257193,10"
"512001572022024OB000005";"512001572022023NE599016";"31901632";"SUBSTITUICOES";"0,00";"0,00";"0,00";"426974,48"
"512001572022024OB000005";"512001572022023NE509016";"31901632";"SUBSTITUICOES";"0,00";"0,00";"0,00";"1662,44"
"512001572022024OB000006";"512001572022023NE599011";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"4730,13"
"512001572022024OB000007";"512001572022023NE509007";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"352000,00"
"512001572022024OB000008";"512001572022023NE519001";"31900107";"FERIAS VENCIDAS E PROPOR A APOSENTADOS CIVIS";"0,00";"0,00";"0,00";"31572,54"
"512001572022024OB000009";"512001572022023NE599007";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"110,20"
"512001572022024OB000010";"512001572022023NE599011";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"45683,88"
"512001572022024OB000011";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"145117,70"
"512001572022024OB000012";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"753173,63"
"512001572022024OB000013";"512001572022023NE599011";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"20345,44"
"512001572022024OB000013";"512001572022023NE599011";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"491556,88"
"512001572022024OB000013";"512001572022023NE599011";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"4747786,60"
"512001572022024OB000013";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"4319666,96"
"512001572022024OB000014";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"76823,16"
"512001572022024OB000015";"512001572022023NE609046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"157373,02"
"512001572022024OB000016";"512001572022023NE609046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"10453,54"
"512001572022024OB000017";"512001572022023NE599011";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"1095606,47"
"512001572022024OB000017";"512001572022023NE609046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"1112271,71"
"512001572022024OB000017";"512001572022023NE599011";"31901137";"GRATIFICACAO DE TEMPO DE SERVICO";"0,00";"0,00";"0,00";"762833,21"
"512001572022024OB000017";"512001572022023NE599011";"31901106";"VANTAGENS PERM.SENT.JUD.TRANS.JULGADO - CIVIL";"0,00";"0,00";"0,00";"119900,38"
"512001572022024OB000017";"512001572022023NE599091";"31909114";"SENT.JUD.NAO TRANS JULG CARAT CONT AT CIVIL";"0,00";"0,00";"0,00";"276494,63"
"512001572022024OB000017";"512001572022023NE599011";"31901135";"GRATIFICACAO/ADICIONAL DE LOCALIZACAO";"0,00";"0,00";"0,00";"26275,12"
"512001572022024OB000017";"512001572022023NE709091";"31909114";"SENT.JUD.NAO TRANS JULG CARAT CONT AT CIVIL";"0,00";"0,00";"0,00";"3093,27"
"512001572022024OB000018";"512001572022023NE609046";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"810086,73"
"512001572022024OB000019";"512001572022023NE714196";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"3004,52"
"512001572022024OB000019";"512001572022023NE710108";"33909602";"PESSOAL REQUISITADO DE OUTROS ENTES/BENEFICIO";"0,00";"0,00";"0,00";"512,26"
"512001572022024OB000019";"512001572022023NE710146";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1147,68"
"512001572022024OB000020";"512001572022023NE714496";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"2040284,50"
"512001572022024OB000021";"512001572022023NE710346";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5253,32"
"512001572022024OB000021";"512001572022023NE714396";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"26691,42"
"512001572022024OB000022";"512001572022023NE710493";"33909602";"PESSOAL REQUISITADO DE OUTROS ENTES/BENEFICIO";"0,00";"0,00";"0,00";"54805,78"
"512001572022024OB000022";"512001572022023NE710446";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"158475,67"
"512001572022024OB000022";"512001572022023NE710408";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5415,45"
"512001572022024OB000022";"512001572022023NE710449";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"30,13"
"512001572022024OB000023";"512001572022023NE711208";"33909602";"PESSOAL REQUISITADO DE OUTROS ENTES/BENEFICIO";"0,00";"0,00";"0,00";"234248,60"
"512001572022024OB000023";"512001572022023NE710246";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"263306,15"
"512001572022024OB000024";"512001572022023NE714296";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"2011326,99"
"512006572022024OB000001";"512006572022023NE000466";"33909303";"AJUDA DE CUSTO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"91111,17"
"512006572022024OB000002";"512006572022023NE463014";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"120,54"
"512006572022024OB000003";"512006572022023NE463014";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"208,33"
"512006572022024OB000004";"512006572022023NE000139";"33903920";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"0,00";"0,00";"0,00";"7243,10"
"512006572022024OB000005";"512006572022023NE000133";"33903983";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"0,00";"0,00";"0,00";"5730,24"
"512006572022024OB000006";"512006572022023NE000133";"33903983";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"0,00";"0,00";"0,00";"403,05"
"512006572022024OB000007";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"102,47"
"512006572022024OB000008";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"58,37"
"512006572022024OB000009";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"315,39"
"512006572022024OB000010";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"836,14"
"512006572022024OB000011";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"438,47"
"512006572022024OB000012";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"46,94"
"512006572022024OB000013";"512006572022023NE767562";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"50,40"
"512006572022024OB000014";"512006572022023NE467562";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"45,11"
"512006572022024OB000015";"512006572022023NE762493";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"159,98"
