"Código Liquidação";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Liquidado (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"366003362102024NS000769";"366003362102023NE045757";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000770";"366003362102023NE045013";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000771";"366003362102023NE045802";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000773";"366003362102023NE047067";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000774";"366003362102023NE048101";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000775";"366003362102023NE047854";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000777";"366003362102023NE047582";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000778";"366003362102023NE047585";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000779";"366003362102023NE047587";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000780";"366003362102023NE047636";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000781";"366003362102023NE046546";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000782";"366003362102023NE046592";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000783";"366003362102023NE046594";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000784";"366003362102023NE046637";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000793";"366003362102023NE047660";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000794";"366003362102023NE047051";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000795";"366003362102023NE047244";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000796";"366003362102023NE047252";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000797";"366003362102023NE046615";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000798";"366003362102023NE046616";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000799";"366003362102023NE046618";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000800";"366003362102023NE046722";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000808";"366003362102023NE047471";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000809";"366003362102023NE047413";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000810";"366003362102023NE047420";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000811";"366003362102023NE047860";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000812";"366003362102023NE046724";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000813";"366003362102023NE046679";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000814";"366003362102023NE045961";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000816";"366003362102023NE044613";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000817";"366003362102023NE044434";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000823";"366003362102023NE047861";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000824";"366003362102023NE047812";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000825";"366003362102023NE047817";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000826";"366003362102023NE047798";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000829";"366003362102023NE045981";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000831";"366003362102023NE036844";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000832";"366003362102023NE040064";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000839";"366003362102023NE047463";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000840";"366003362102023NE047204";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000841";"366003362102023NE047241";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000842";"366003362102023NE047253";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000844";"366003362102023NE044260";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000845";"366003362102023NE045759";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000846";"366003362102023NE045140";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000849";"366003362102023NE044968";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000850";"366003362102023NE045419";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000852";"366003362102023NE044220";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000852";"366003362102023NE042553";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000855";"366003362102023NE047191";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000856";"366003362102023NE047208";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000857";"366003362102023NE047212";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000858";"366003362102023NE047245";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000859";"366003362102023NE045828";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000860";"366003362102023NE045851";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000861";"366003362102023NE045626";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000862";"366003362102023NE045571";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000863";"366003362102023NE045105";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000864";"366003362102023NE045449";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000865";"366003362102023NE046294";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000867";"366003362102023NE044220";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000871";"366003362102023NE047302";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000872";"366003362102023NE047198";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000873";"366003362102023NE047951";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000874";"366003362102023NE047954";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000875";"366003362102023NE045575";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000876";"366003362102023NE045793";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000878";"366003362102023NE045880";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000884";"366003362102023NE044629";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000886";"366003362102023NE045691";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000887";"366003362102023NE045352";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000888";"366003362102023NE045340";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000890";"366003362102023NE044008";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000898";"366003362102023NE046158";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000899";"366003362102023NE046173";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000901";"366003362102023NE040769";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000903";"366003362102023NE045015";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000904";"366003362102023NE045901";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000905";"366003362102023NE042862";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000906";"366003362102023NE042549";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000907";"366003362102023NE045017";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000908";"366003362102023NE044976";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000909";"366003362102023NE044940";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000910";"366003362102023NE045318";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000911";"366003362102023NE047775";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000912";"366003362102023NE047776";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000913";"366003362102023NE047794";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000914";"366003362102023NE048089";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000915";"366003362102023NE045317";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000916";"366003362102023NE045289";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000917";"366003362102023NE045281";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000918";"366003362102023NE045279";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000919";"366003362102023NE044938";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000920";"366003362102023NE045647";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000921";"366003362102023NE045787";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000922";"366003362102023NE046566";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000923";"366003362102023NE045276";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000924";"366003362102023NE045250";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000925";"366003362102023NE045126";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000926";"366003362102023NE045745";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000931";"366003362102023NE045602";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000932";"366003362102023NE045579";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000933";"366003362102023NE045564";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000934";"366003362102023NE045560";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000936";"366003362102023NE048552";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000937";"366003362102023NE048552";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000939";"366003362102023NE045553";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000940";"366003362102023NE045758";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000941";"366003362102023NE045722";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000942";"366003362102023NE045701";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000943";"366003362102023NE044922";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000944";"366003362102023NE044922";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000945";"366003362102023NE045466";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000946";"366003362102023NE048462";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000947";"366003362102023NE045455";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000948";"366003362102023NE045414";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000949";"366003362102023NE045412";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000950";"366003362102023NE044986";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000951";"366003362102023NE045670";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000952";"366003362102023NE045441";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000953";"366003362102023NE045790";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000954";"366003362102023NE045388";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000955";"366003362102023NE045341";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000956";"366003362102023NE045322";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000957";"366003362102023NE045813";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000959";"366003362102023NE046123";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000960";"366003362102023NE046219";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000961";"366003362102023NE045810";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000963";"366003362102023NE045815";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000964";"366003362102023NE045818";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000965";"366003362102023NE046371";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000966";"366003362102023NE047938";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000967";"366003362102023NE046235";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000968";"366003362102023NE046129";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000969";"366003362102023NE046237";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000970";"366003362102023NE046429";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000971";"366003362102023NE046443";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000972";"366003362102023NE046169";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000974";"366003362102023NE046215";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000975";"366003362102023NE046123";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000976";"366003362102023NE046123";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000978";"366003362102023NE044001";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000979";"366003362102023NE045169";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000980";"366003362102023NE045308";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000981";"366003362102023NE045709";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000983";"366003362102023NE045789";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000984";"366003362102023NE046459";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000985";"366003362102023NE046468";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000988";"366003362102023NE046522";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000992";"366003362102023NE045517";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000993";"366003362102023NE045617";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000994";"366003362102023NE046195";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000995";"366003362102023NE046699";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000996";"366003362102023NE046444";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000997";"366003362102023NE046463";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000998";"366003362102023NE045941";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS000999";"366003362102023NE045924";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001003";"366003362102023NE046658";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001004";"366003362102023NE045127";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001005";"366003362102023NE046203";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001006";"366003362102023NE046435";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001007";"366003362102023NE046659";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001009";"366003362102023NE046402";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001012";"366003362102023NE044586";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001016";"366003362102023NE046230";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001017";"366003362102023NE046228";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001018";"366003362102023NE046670";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001019";"366003362102023NE046706";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001020";"366003362102023NE044590";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001021";"366003362102023NE046339";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001022";"366003362102023NE046353";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001024";"366003362102023NE045268";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001026";"366003362102023NE045978";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001027";"366003362102023NE044622";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001029";"366003362102023NE044017";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001030";"366003362102023NE043987";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001031";"366003362102023NE043999";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001033";"366003362102023NE044606";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001036";"366003362102023NE044175";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001037";"366003362102023NE042340";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001039";"366003362102023NE047844";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001040";"366003362102023NE048162";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001041";"366003362102023NE047838";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001042";"366003362102023NE048151";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001043";"366003362102023NE044144";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001044";"366003362102023NE044781";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001045";"366003362102023NE044261";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001046";"366003362102023NE044320";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001050";"366003362102023NE044181";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001055";"366003362102023NE047845";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001056";"366003362102023NE048149";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"366003362102024NS001057";"366003362102023NE047834";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
